movie_id,title,year,runtime,vote_average,vote_count,budget,revenue,original_language,decade
5919,The Towering Inferno,1974,165,7.008,1049,14000000.0,116000000.0,en,1970
592,The Conversation,1974,115,7.502,2057,1600000.0,4794457.0,en,1970
5924,Papillon,1973,151,7.829,2143,12000000.0,53267000.0,en,1970
5925,The Great Escape,1963,173,7.929,2883,4000000.0,11700000.0,en,1960
593,Solaris,1972,167,7.8,1860,,,ru,1970
594,The Terminal,2004,128,7.356,8812,60000000.0,219417255.0,en,2000
595,To Kill a Mockingbird,1962,129,7.991,2897,2000000.0,13129846.0,en,1960
5967,The Umbrellas of Cherbourg,1964,93,7.386,897,200000.0,7600000.0,fr,1960
597,Titanic,1997,194,7.9,27417,200000000.0,2264162353.0,en,1990
598,City of God,2002,129,8.428,8294,3300000.0,30641770.0,pt,2000
59967,Looper,2012,118,6.911,11024,30000000.0,47042000.0,en,2010
600,Full Metal Jacket,1987,117,8.118,11586,30000000.0,46357676.0,en,1980
6003,Romeo and Juliet,1968,138,7.404,736,,38901218.0,en,1960
601,E.T. the Extra-Terrestrial,1982,115,7.518,12107,10500000.0,797307407.0,en,1980
602,Independence Day,1996,145,6.917,10570,75000000.0,817400891.0,en,1990
603,The Matrix,1999,136,8.253,28270,63000000.0,463517383.0,en,1990
6037,Murder by Death,1976,94,7.146,912,,32511047.0,en,1970
604,The Matrix Reloaded,2003,138,7.083,12103,150000000.0,738599701.0,en,2000
605,The Matrix Revolutions,2003,129,6.755,10946,150000000.0,424988211.0,en,2000
607,Men in Black,1997,98,7.226,14983,90000000.0,589390539.0,en,1990
6075,Carlito's Way,1993,144,7.8,3517,30000000.0,63848322.0,en,1990
608,Men in Black II,2002,88,6.389,10750,140000000.0,445135288.0,en,2000
609,Poltergeist,1982,114,7.158,3381,10700000.0,121733131.0,en,1980
6114,Bram Stoker's Dracula,1992,128,7.451,5834,40000000.0,215862692.0,en,1990
613504,After We Collided,2020,105,7.15,5481,14000000.0,47990414.0,en,2020
616,The Last Samurai,2003,154,7.611,7643,140000000.0,456800000.0,en,2000
61791,Rise of the Planet of the Apes,2011,105,7.346,12872,93000000.0,481800873.0,en,2010
619,The Bodyguard,1992,129,6.704,3285,25000000.0,411006740.0,en,1990
62,2001: A Space Odyssey,1968,149,8.048,12741,12000000.0,71923560.0,en,1960
620,Ghostbusters,1984,105,7.497,9842,30000000.0,296640120.0,en,1980
621,Grease,1978,110,7.367,7724,6000000.0,396271103.0,en,1970
62177,Brave,2012,93,7.0,14301,185000000.0,538983207.0,en,2010
62211,Monsters University,2013,104,7.055,11425,200000000.0,743559465.0,en,2010
623,A Fish Called Wanda,1988,109,7.211,2459,7500000.0,188593712.0,en,1980
624,Easy Rider,1969,96,7.0,2187,400000.0,60000000.0,en,1960
627,Trainspotting,1996,94,7.958,10494,4000000.0,71981823.0,en,1990
628,Interview with the Vampire,1994,123,7.389,6502,60000000.0,223664608.0,en,1990
629,The Usual Suspects,1995,106,8.166,11539,6000000.0,23300000.0,en,1990
63,Twelve Monkeys,1995,129,7.611,9232,29000000.0,168841459.0,en,1990
634,Bridget Jones's Diary,2001,97,6.742,5555,25000000.0,281929795.0,en,2000
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,117,8.223,4596,15700000.0,523542183.0,ja,2020
636,THX 1138,1971,86,6.441,1075,777000.0,2437000.0,en,1970
637,Life Is Beautiful,1997,116,8.439,14100,20000000.0,230098753.0,it,1990
639,When Harry Met Sally...,1989,96,7.406,4649,16000000.0,92823546.0,en,1980
640,Catch Me If You Can,2002,141,7.978,17296,52000000.0,352114312.0,en,2000
6404,Nosferatu the Vampyre,1979,107,7.3,1095,1400000.0,3451.0,de,1970
641,Requiem for a Dream,2000,102,8.0,11122,4500000.0,7390108.0,en,2000
642,Butch Cassidy and the Sundance Kid,1969,111,7.607,2497,6000000.0,102308889.0,en,1960
644,A.I. Artificial Intelligence,2001,146,7.066,6740,100000000.0,235926552.0,en,2000
646,Dr. No,1962,110,6.985,4109,1000000.0,59000000.0,en,1960
64682,The Great Gatsby,2013,143,7.35,13040,105000000.0,351040419.0,en,2010
64688,21 Jump Street,2012,109,6.9,11136,42000000.0,201585328.0,en,2010
64690,Drive,2011,100,7.584,13784,15000000.0,79713640.0,en,2010
6471,The Jerk,1979,94,6.88,918,4000000.0,100000000.0,en,1970
6479,I Am Legend,2007,101,7.218,17035,150000000.0,585410052.0,en,2000
649,Belle de Jour,1967,101,7.3,1026,,,fr,1960
65,8 Mile,2002,111,7.147,7889,41000000.0,242875078.0,en,2000
650,Boyz n the Hood,1991,112,7.631,2294,6500000.0,57504069.0,en,1990
651,M*A*S*H,1970,116,6.942,1169,3500000.0,81600000.0,en,1970
652,Troy,2004,163,7.182,11253,175000000.0,497409852.0,en,2000
655,"Paris, Texas",1984,145,8.1,2255,1750000.0,2181987.0,en,1980
657,From Russia with Love,1963,115,7.063,3416,2000000.0,78900000.0,en,1960
658,Goldfinger,1964,110,7.362,4025,3000000.0,124900000.0,en,1960
660,Thunderball,1965,130,6.668,2680,9000000.0,141200000.0,en,1960
662,La Jetée,1962,29,7.867,1014,,,fr,1960
664,Twister,1996,113,6.564,3904,92000000.0,494471524.0,en,1990
6644,El Dorado,1966,126,7.364,591,4653000.0,6000000.0,en,1960
664413,365 Days,2020,114,6.992,9559,,9458590.0,pl,2020
667,You Only Live Twice,1967,117,6.6,2521,9500000.0,111600000.0,en,1960
668,On Her Majesty's Secret Service,1969,142,6.556,2181,7000000.0,82000000.0,en,1960
670,Oldboy,2003,120,8.234,10003,3000000.0,17500000.0,ko,2000
671,Harry Potter and the Philosopher's Stone,2001,152,7.901,29878,125000000.0,976475550.0,en,2000
672,Harry Potter and the Chamber of Secrets,2002,161,7.707,23801,100000000.0,876688482.0,en,2000
673,Harry Potter and the Prisoner of Azkaban,2004,141,8.0,23373,130000000.0,789804554.0,en,2000
674,Harry Potter and the Goblet of Fire,2005,157,7.8,22386,150000000.0,895921036.0,en,2000
675,Harry Potter and the Order of the Phoenix,2007,138,7.673,20991,150000000.0,938212738.0,en,2000
676,Pearl Harbor,2001,183,6.935,7082,140000000.0,449220945.0,en,2000
679,Aliens,1986,137,7.966,10989,18500000.0,183316455.0,en,1980
68,Brazil,1985,143,7.7,3753,15000000.0,9953708.0,en,1980
680,Pulp Fiction,1994,154,8.482,30504,8000000.0,213928762.0,en,1990
681,Diamonds Are Forever,1971,120,6.407,2407,7200000.0,116019547.0,en,1970
682,The Man with the Golden Gun,1974,125,6.457,2314,7000000.0,97600000.0,en,1970
686,Contact,1997,150,7.447,5070,90000000.0,171120329.0,en,1990
68718,Django Unchained,2012,165,8.193,28278,100000000.0,425368238.0,en,2010
68721,Iron Man 3,2013,130,6.933,23598,200000000.0,1215577205.0,en,2010
68726,Pacific Rim,2013,131,6.939,13571,180000000.0,411000000.0,en,2010
68734,Argo,2012,120,7.285,9045,44500000.0,232300000.0,en,2010
691,The Spy Who Loved Me,1977,125,6.822,2270,13500000.0,185438673.0,en,1970
6916,"Watch Out, We're Mad",1974,102,7.45,899,,36782781.0,it,1970
694,The Shining,1980,144,8.202,19114,19000000.0,44781695.0,en,1980
6957,The 40 Year Old Virgin,2005,116,6.428,7312,26000000.0,177400000.0,en,2000
696,Manhattan,1979,96,7.707,2643,9000000.0,40194067.0,en,1970
6977,No Country for Old Men,2007,122,7.949,13520,25000000.0,171627166.0,en,2000
6978,Big Trouble in Little China,1986,100,7.215,3416,25000000.0,11102672.0,en,1980
698,Moonraker,1979,126,6.191,2255,34000000.0,210308099.0,en,1970
699,For Your Eyes Only,1981,128,6.545,2113,28000000.0,195300000.0,en,1980
70,Million Dollar Baby,2004,132,7.954,10447,30000000.0,216763646.0,en,2000
700,Octopussy,1983,131,6.4,2249,27500000.0,187500000.0,en,1980
70160,The Hunger Games,2012,142,7.224,23477,75000000.0,694000000.0,en,2010
703,Annie Hall,1977,93,7.7,4284,4000000.0,43989445.0,en,1970
704,A Hard Day's Night,1964,88,7.321,750,560000.0,11000000.0,en,1960
707,A View to a Kill,1985,131,6.255,2231,30000000.0,152427960.0,en,1980
708,The Living Daylights,1987,130,6.543,2060,40000000.0,191185897.0,en,1980
709,Licence to Kill,1989,133,6.435,2199,32000000.0,156167015.0,en,1980
70981,Prometheus,2012,124,6.601,13392,130000000.0,403354469.0,en,2010
710,GoldenEye,1995,130,6.906,4396,60000000.0,352194034.0,en,1990
712,Four Weddings and a Funeral,1994,117,6.777,3021,4400000.0,245700832.0,en,1990
7191,Cloverfield,2008,85,6.722,7953,25000000.0,170764026.0,en,2000
72105,Ted,2012,107,6.456,13297,50000000.0,549368315.0,en,2010
72190,World War Z,2013,116,6.846,16782,200000000.0,531865000.0,en,2010
73,American History X,1998,119,8.327,12713,20000000.0,23900000.0,en,1990
7326,Juno,2007,96,7.063,7701,7500000.0,232372681.0,en,2000
7340,Carrie,1976,98,7.335,4361,1800000.0,33800000.0,en,1970
7345,There Will Be Blood,2007,158,8.068,7560,25000000.0,77208711.0,en,2000
74,War of the Worlds,2005,117,6.557,9330,132000000.0,603873119.0,en,2000
744,Top Gun,1986,110,7.071,9711,15000000.0,356830601.0,en,1980
7443,Chicken Run,2000,84,6.849,5457,45000000.0,224834564.0,en,2000
745,The Sixth Sense,1999,107,7.955,13031,40000000.0,672800000.0,en,1990
747,Shaun of the Dead,2004,99,7.545,9470,6000000.0,39396175.0,en,2000
75,Mars Attacks!,1996,106,6.4,5933,70000000.0,101371017.0,en,1990
752,V for Vendetta,2006,132,7.901,15716,54000000.0,134686457.0,en,2000
754,Face/Off,1997,139,7.059,5988,80000000.0,245700000.0,en,1990
755,From Dusk Till Dawn,1996,108,7.046,6572,19000000.0,25800000.0,en,1990
75612,Oblivion,2013,124,6.686,11640,120000000.0,286168572.0,en,2010
75656,Now You See Me,2013,116,7.329,16937,75000000.0,351723989.0,en,2010
76,Before Sunrise,1995,101,7.969,4756,2500000.0,5987386.0,en,1990
760,The Mad Adventures of Rabbi Jacob,1973,100,7.378,1068,4500000.0,57000000.0,fr,1970
761,The Wing or the Thigh?,1976,104,7.207,975,5133623.0,,fr,1970
762,Monty Python and the Holy Grail,1975,91,7.804,6480,400000.0,5763644.0,en,1970
76203,12 Years a Slave,2013,134,7.9,12087,20000000.0,187000000.0,en,2010
76338,Thor: The Dark World,2013,112,6.512,18465,170000000.0,644783140.0,en,2010
76341,Mad Max: Fury Road,2015,121,7.635,24294,150000000.0,378858340.0,en,2010
764,The Evil Dead,1982,85,7.275,4574,350000.0,29400000.0,en,1980
76492,Hotel Transylvania,2012,91,6.968,9264,85000000.0,358375603.0,en,2010
765,Evil Dead II,1987,84,7.54,3561,3500000.0,5932279.0,en,1980
766,Army of Darkness,1992,81,7.258,3582,11000000.0,21502976.0,en,1990
767,Harry Potter and the Half-Blood Prince,2009,153,7.682,20974,250000000.0,933959197.0,en,2000
769,GoodFellas,1990,145,8.5,14542,25000000.0,47072327.0,en,1990
77,Memento,2000,113,8.175,16462,9000000.0,40060108.0,en,2000
771,Home Alone,1990,103,7.469,12627,18000000.0,476684675.0,en,1990
772,Home Alone 2: Lost in New York,1992,120,6.791,10726,18000000.0,358994850.0,en,1990
773,Little Miss Sunshine,2006,102,7.692,7931,8000000.0,100523351.0,en,2000
77338,The Intouchables,2011,113,8.272,18615,13000000.0,426590315.0,fr,2010
78,Blade Runner,1982,118,7.9,15162,28000000.0,41722424.0,en,1980
782,Gattaca,1997,107,7.568,7003,36000000.0,12532777.0,en,1990
783,Gandhi,1982,192,7.558,2525,22000000.0,77737889.0,en,1980
7857,Amarcord,1973,123,7.872,1225,,,it,1970
787,Mr. & Mrs. Smith,2005,120,6.692,11332,110000000.0,487287646.0,en,2000
788,Mrs. Doubtfire,1993,125,7.201,6689,25000000.0,441286195.0,en,1990
790,The Fog,1980,90,6.742,1777,1000000.0,21448830.0,en,1980
792,Platoon,1986,120,7.751,5183,6000000.0,138530565.0,en,1980
793,Blue Velvet,1986,120,7.6,3868,6000000.0,8636706.0,en,1980
794,The Omen,1976,111,7.408,2439,2800000.0,60922980.0,en,1970
797,Persona,1966,85,8.1,2439,,250000.0,sv,1960
8009,Highlander,1986,116,6.9,2957,19000000.0,12900000.0,en,1980
801,"Good Morning, Vietnam",1987,121,7.304,3040,13000000.0,123922370.0,en,1980
802,Lolita,1962,154,7.307,2267,2000000.0,9250000.0,en,1960
805,Rosemary's Baby,1968,138,7.816,4425,3200000.0,33395426.0,en,1960
8069,Barbarella,1968,98,6.0,856,9000000.0,2500000.0,en,1960
807,Se7en,1995,127,8.4,23390,33000000.0,327311859.0,en,1990
8072,Alphaville,1965,99,6.9,624,220000.0,46585.0,fr,1960
8073,Band of Outsiders,1964,97,7.5,614,120000.0,182857.0,fr,1960
8077,Alien³,1992,114,6.389,6453,50000000.0,159773545.0,en,1990
8078,Alien Resurrection,1997,109,6.174,5641,70000000.0,162000000.0,en,1990
808,Shrek,2001,90,7.773,19017,60000000.0,489676241.0,en,2000
809,Shrek 2,2004,92,7.327,13591,150000000.0,932542741.0,en,2000
8095,Cleopatra,1963,251,7.0,862,36115000.0,57779280.0,en,1960
81,Warriors of the Wind,1984,95,7.947,4127,1000000.0,9016411.0,ja,1980
810,Shrek the Third,2007,93,6.313,9879,160000000.0,808310187.0,en,2000
811,Silent Running,1972,89,6.388,648,1000000.0,,en,1970
812,Aladdin,1992,91,7.656,12125,28000000.0,504050219.0,en,1990
813,Airplane!,1980,88,7.306,5136,3500000.0,83453539.0,en,1980
814,An American Werewolf in London,1981,97,7.392,2741,10000000.0,31973249.0,en,1980
819,Sleepers,1996,147,7.598,3951,44000000.0,165600000.0,en,1990
820,JFK,1991,189,7.594,2452,40000000.0,205405498.0,en,1990
821,Judgment at Nuremberg,1961,191,8.0,963,3000000.0,10000000.0,en,1960
82690,Wreck-It Ralph,2012,101,7.361,13180,165000000.0,471222889.0,en,2010
82693,Silver Linings Playbook,2012,122,7.154,12722,21000000.0,236412453.0,en,2010
829,Chinatown,1974,130,7.906,4315,6000000.0,30000000.0,en,1970
8290,Don't Look Now... We're Being Shot At!,1966,132,7.926,1475,,,fr,1960
82992,Fast & Furious 6,2013,130,6.817,11265,160000000.0,788700000.0,en,2010
8333,The Taking of Pelham One Two Three,1974,105,7.5,633,,,en,1970
8337,They Live,1988,93,7.3,3534,4000000.0,13000000.0,en,1980
8348,Thunderbolt and Lightfoot,1974,116,6.789,654,4000000.0,25000000.0,en,1970
8355,Ice Age: Dawn of the Dinosaurs,2009,94,6.773,8962,90000000.0,886686817.0,en,2000
8358,Cast Away,2000,143,7.666,12389,90000000.0,429632142.0,en,2000
8363,Superbad,2007,113,7.269,8197,20000000.0,170800000.0,en,2000
8367,Robin Hood: Prince of Thieves,1991,143,6.856,3632,48000000.0,390493908.0,en,1990
837,Videodrome,1983,88,7.244,2510,5952000.0,2120439.0,en,1980
8373,Transformers: Revenge of the Fallen,2009,150,6.223,9275,200000000.0,836304167.0,en,2000
838,American Graffiti,1973,112,7.042,1602,777000.0,140000000.0,en,1970
839,Duel,1971,74,7.421,2103,450000.0,2544.0,en,1970
8392,My Neighbor Totoro,1988,86,8.064,8931,3700000.0,41000000.0,ja,1980
8393,The Gods Must Be Crazy,1980,109,7.272,1334,5000000.0,200000000.0,en,1980
840,Close Encounters of the Third Kind,1977,137,7.358,4755,20000000.0,306889114.0,en,1970
841,Dune,1984,136,6.187,3465,40000000.0,31502434.0,en,1980
8416,The Conformist,1971,108,7.641,772,750000.0,233493.0,it,1970
8422,Rocco and His Brothers,1960,178,8.006,666,,,it,1960
8467,Dumb and Dumber,1994,107,6.66,6813,16000000.0,247275374.0,en,1990
8469,Animal House,1978,109,6.952,1686,2700000.0,141000000.0,en,1970
847,Willow,1988,126,7.005,2196,35000000.0,57300000.0,en,1980
8488,Hitch,2005,118,6.585,6294,70000000.0,371600000.0,en,2000
84892,The Perks of Being a Wallflower,2012,103,7.805,11318,13000000.0,33384127.0,en,2010
85,Raiders of the Lost Ark,1981,115,7.926,13785,18000000.0,389925971.0,en,1980
850,A Christmas Story,1983,93,7.236,1437,3300000.0,20700000.0,en,1980
8536,Superman II,1980,127,6.762,2556,54000000.0,216385706.0,en,1980
854,The Mask,1994,101,6.995,11410,23000000.0,351583407.0,en,1990
855,Black Hawk Down,2001,145,7.395,6452,92000000.0,172989651.0,en,2000
856,Who Framed Roger Rabbit,1988,104,7.54,6244,70000000.0,329800000.0,en,1980
857,Saving Private Ryan,1998,169,8.231,17490,70000000.0,481840909.0,en,1990
858,Sleepless in Seattle,1993,105,6.745,2621,21000000.0,227799884.0,en,1990
8587,The Lion King,1994,89,8.253,19885,45000000.0,763455561.0,en,1990
860,WarGames,1983,114,7.1,2203,12000000.0,124600000.0,en,1980
861,Total Recall,1990,113,7.324,6556,65000000.0,261317921.0,en,1990
862,Toy Story,1995,81,7.984,20221,30000000.0,962301978.0,en,1990
863,Toy Story 2,1999,92,7.618,15130,90000000.0,497375404.0,en,1990
865,The Running Man,1987,101,6.538,2895,27000000.0,38122105.0,en,1980
8681,Taken,2008,94,7.409,12213,25000000.0,226830568.0,en,2000
8689,Cannibal Holocaust,1980,95,6.249,1901,100000.0,2000000.0,it,1980
87,Indiana Jones and the Temple of Doom,1984,118,7.311,10219,28000000.0,333000000.0,en,1980
871,Planet of the Apes,1968,112,7.7,4016,5800000.0,32589624.0,en,1960
873,The Color Purple,1985,154,7.725,2004,15000000.0,146300000.0,en,1980
874,A Man for All Seasons,1966,120,7.336,501,3900000.0,28350000.0,en,1960
8769,Christine,1983,110,6.879,2283,9700000.0,21200000.0,en,1980
87827,Life of Pi,2012,127,7.4,13869,120000000.0,609016565.0,en,2010
879,Hook,1991,142,6.846,5806,70000000.0,300854823.0,en,1990
88,Dirty Dancing,1987,100,7.3,6576,6000000.0,214577242.0,en,1980
881,A Few Good Men,1992,138,7.555,4227,40000000.0,243240178.0,en,1990
8810,Mad Max 2,1981,96,7.391,4231,2000000.0,24600832.0,en,1980
8839,Casper,1995,100,6.3,4976,50000000.0,287928194.0,en,1990
8844,Jumanji,1995,104,7.249,11410,65000000.0,262821940.0,en,1990
8856,The Karate Kid Part II,1986,113,6.35,2517,13000000.0,115103979.0,en,1980
8871,How the Grinch Stole Christmas,2000,105,6.781,8351,123000000.0,345800000.0,en,2000
8872,Wayne's World,1992,94,6.685,2500,20000000.0,183097323.0,en,1990
888,The Flintstones,1994,91,5.378,2646,46000000.0,341631208.0,en,1990
89,Indiana Jones and the Last Crusade,1989,127,7.854,11184,48000000.0,474171806.0,en,1980
8909,Wanted,2008,110,6.53,7678,75000000.0,342463063.0,en,2000
891,All the President's Men,1976,138,7.653,2108,8500000.0,70600000.0,en,1970
8913,Pet Sematary,1989,103,6.653,2412,11500000.0,57500000.0,en,1980
8916,Antz,1998,83,6.19,4789,60000000.0,171757863.0,en,1990
892,Delicatessen,1991,99,7.308,1649,4000000.0,1794187.0,fr,1990
895,Andrei Rublev,1966,183,7.935,959,1300000.0,24173.0,ru,1960
8960,Hancock,2008,92,6.357,10351,150000000.0,629400000.0,en,2000
8966,Twilight,2008,122,6.281,14512,37000000.0,393616788.0,en,2000
90,Beverly Hills Cop,1984,105,7.211,4651,14000000.0,316360478.0,en,1980
9003,Hellraiser,1987,93,6.884,2917,1000000.0,14580380.0,en,1980
903,Cool Hand Luke,1967,127,7.74,1636,3200000.0,16217773.0,en,1960
9040,Serpico,1973,129,7.526,2216,3500000.0,30800000.0,en,1970
9062,Love Story,1970,100,6.826,743,2200000.0,136400000.0,en,1970
907,Doctor Zhivago,1965,200,7.553,1286,11000000.0,111858363.0,en,1960
9078,The Sword in the Stone,1963,79,7.227,4139,3000000.0,22200000.0,en,1960
912,The Thomas Crown Affair,1968,102,6.8,585,4300000.0,14000000.0,en,1960
916,Bullitt,1968,113,7.146,1309,5500000.0,42300000.0,en,1960
920,Cars,2006,117,7.042,15284,120000000.0,461983149.0,en,2000
923,Dawn of the Dead,1978,127,7.5,2330,640000.0,55000000.0,en,1970
925,Do the Right Thing,1989,120,7.8,2020,6500000.0,37300000.0,en,1980
927,Gremlins,1984,106,7.143,7049,11000000.0,153083102.0,en,1980
9273,Ace Ventura: When Nature Calls,1995,90,6.344,4622,30000000.0,212385533.0,en,1990
9277,The Sting,1973,129,8.0,3024,5500000.0,159616327.0,en,1970
928,Gremlins 2: The New Batch,1990,106,6.527,2943,50000000.0,41482207.0,en,1990
9281,Witness,1985,112,7.09,1920,12000000.0,116107459.0,en,1980
9289,The Longest Day,1962,178,7.605,1036,10000000.0,50100000.0,en,1960
931,Don't Look Now,1973,110,6.923,1199,1500000.0,,en,1970
9314,Nineteen Eighty-Four,1984,113,6.787,1662,7430072.0,8430492.0,en,1980
9317,The Cabbage Soup,1981,98,6.388,949,,,fr,1980
9319,The Last Boy Scout,1991,105,6.849,2188,29000000.0,114500000.0,en,1990
9322,Nikita,1990,117,7.112,2174,6000000.0,5018604.0,fr,1990
9325,The Jungle Book,1967,78,7.287,6718,4000000.0,378000000.0,en,1960
9326,Romancing the Stone,1984,106,6.772,2072,10000000.0,86572238.0,en,1980
9327,The Nutty Professor,1996,95,5.6,3153,54000000.0,128769345.0,en,1990
9336,Police Academy,1984,97,6.715,3034,4500000.0,81198894.0,en,1980
9339,Click,2006,107,6.309,7641,82500000.0,240685326.0,en,2000
9340,The Goonies,1985,114,7.515,6297,19000000.0,69649283.0,en,1980
9342,The Mask of Zorro,1998,138,6.585,4381,95000000.0,250288523.0,en,1990
93456,Despicable Me 2,2013,98,6.947,12088,76000000.0,970766005.0,en,2010
9346,Risky Business,1983,98,6.589,1488,6200000.0,63541777.0,en,1980
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,8.12,6223,1800000.0,9500000.0,en,1960
9350,Cliffhanger,1993,113,6.519,2675,70000000.0,255000211.0,en,1990
9354,"Honey, I Shrunk the Kids",1989,93,6.331,3372,18000000.0,222724172.0,en,1980
9355,Mad Max Beyond Thunderdome,1985,107,6.226,3304,10000000.0,36230219.0,en,1980
936,The Pink Panther,1963,115,6.842,1193,,10878107.0,en,1960
9361,The Last of the Mohicans,1992,112,7.387,3474,40000000.0,75505856.0,en,1990
9362,Tremors,1990,96,6.939,3619,11000000.0,48572000.0,en,1990
9374,Death Becomes Her,1992,104,6.78,3004,55000000.0,149000000.0,en,1990
9377,Ferris Bueller's Day Off,1986,103,7.564,5447,6000000.0,70100000.0,en,1980
938,For a Few Dollars More,1965,132,8.025,4529,600000.0,15000000.0,it,1960
9385,The Twelve Tasks of Asterix,1976,82,7.34,1361,,,fr,1970
9387,Conan the Barbarian,1982,130,6.804,2847,20000000.0,68851475.0,en,1980
9390,Jerry Maguire,1996,139,6.998,3787,50000000.0,273600000.0,en,1990
9394,They Call Me Trinity,1970,115,7.5,1477,,,it,1970
941,Lethal Weapon,1987,110,7.301,5109,15000000.0,120207127.0,en,1980
942,Lethal Weapon 2,1989,114,7.045,3794,25000000.0,227853986.0,en,1980
9426,The Fly,1986,96,7.438,5029,15000000.0,60629159.0,en,1980
943,Lethal Weapon 3,1992,118,6.731,3298,35000000.0,321731527.0,en,1990
9443,Chariots of Fire,1981,123,6.79,1051,5500000.0,58972904.0,en,1980
9444,Anastasia,1997,94,7.607,5651,53000000.0,139804348.0,en,1990
9453,Caligula,1979,156,5.991,994,17500000.0,23400000.0,it,1970
9461,Enter the Dragon,1973,102,7.424,2119,850000.0,21531361.0,en,1970
9462,The Way of the Dragon,1972,100,7.4,1311,130000.0,27000000.0,cn,1970
947,Lawrence of Arabia,1962,228,7.999,3489,15000000.0,70000000.0,en,1960
9474,My Name Is Nobody,1973,117,7.272,1069,,,it,1970
9475,Scent of a Woman,1992,156,7.791,4002,31000000.0,134100000.0,en,1990
9479,The Nightmare Before Christmas,1993,76,7.834,10434,18000000.0,75634409.0,en,1990
948,Halloween,1978,91,7.561,6253,325000.0,70260597.0,en,1970
9487,A Bug's Life,1998,95,6.981,9807,80000000.0,363258859.0,en,1990
949,Heat,1995,170,7.9,8498,60000000.0,187400000.0,en,1990
9493,Twins,1988,107,6.05,2554,15000000.0,216614388.0,en,1980
9494,Look Who's Talking,1989,96,6.287,2488,7500000.0,296999813.0,en,1980
9495,The Crow,1994,102,7.529,4586,23000000.0,93722164.0,en,1990
95,Armageddon,1998,151,6.833,8686,140000000.0,553799566.0,en,1990
950,Ice Age: The Meltdown,2006,91,6.725,10435,80000000.0,660998756.0,en,2000
9502,Kung Fu Panda,2008,90,7.332,12803,130000000.0,632091832.0,en,2000
951,Kindergarten Cop,1990,111,6.129,2843,15000000.0,201957688.0,en,1990
953,Madagascar,2005,86,6.927,11844,75000000.0,542064525.0,en,2000
9531,Superman III,1983,125,5.512,1907,39000000.0,80250623.0,en,1980
9532,Final Destination,2000,98,6.643,6796,23000000.0,112880294.0,en,2000
9538,Scanners,1981,103,6.713,1378,4100000.0,14225876.0,en,1980
954,Mission: Impossible,1996,111,7.026,10089,80000000.0,457696391.0,en,1990
955,Mission: Impossible II,2000,123,6.143,7669,125000000.0,546388108.0,en,2000
9552,The Exorcist,1973,122,7.746,8742,11000000.0,430872776.0,en,1970
956,Mission: Impossible III,2006,126,6.767,7709,150000000.0,398479497.0,en,2000
957,Spaceballs,1987,96,6.884,3467,22700000.0,38120460.0,en,1980
9576,Tootsie,1982,116,7.204,1946,21000000.0,177200000.0,en,1980
9589,Christiane F.,1981,131,7.341,1454,4000000.0,,de,1980
9593,Last Action Hero,1993,131,6.484,3041,85000000.0,137298489.0,en,1990
9595,Hot Shots!,1991,85,6.588,2483,26000000.0,181096164.0,en,1990
96,Beverly Hills Cop II,1987,103,6.534,2860,28000000.0,299965036.0,en,1980
9602,Coming to America,1988,117,6.884,4796,30000000.0,288752301.0,en,1980
9603,Clueless,1995,97,7.249,4848,12000000.0,56631572.0,en,1990
9610,Conan the Destroyer,1984,103,6.141,1691,18000000.0,31042035.0,en,1980
9614,Happy Gilmore,1996,92,6.678,3392,12000000.0,41422354.0,en,1990
9615,The Fast and the Furious: Tokyo Drift,2006,104,6.55,7730,85000000.0,158964610.0,en,2000
9618,Tango & Cash,1989,104,6.5,2151,55000000.0,63408614.0,en,1980
9654,The Italian Job,2003,110,6.798,6092,60000000.0,176070171.0,en,2000
9659,Mad Max,1979,91,6.683,5020,350000.0,100000000.0,en,1970
966,The Magnificent Seven,1960,128,7.504,2019,2000000.0,19500000.0,en,1960
967,Spartacus,1960,197,7.5,2411,12000000.0,60000000.0,en,1960
9671,Crocodile Dundee,1986,97,6.45,2154,5000000.0,328203506.0,en,1980
9679,Gone in Sixty Seconds,2000,118,6.471,4941,90000000.0,237200000.0,en,2000
968,Dog Day Afternoon,1975,125,7.8,3424,1800000.0,56665856.0,en,1970
9693,Children of Men,2006,109,7.613,7957,76000000.0,70595464.0,en,2000
97,Tron,1982,96,6.627,2797,17000000.0,33002371.0,en,1980
9725,Friday the 13th Part 2,1981,86,6.195,1941,1250000.0,21724205.0,en,1980
9728,Friday the 13th Part III,1982,95,5.879,1628,2300000.0,36697702.0,en,1980
9732,The Lion King II: Simba's Pride,1998,81,6.943,4709,,,en,1990
9737,Bad Boys,1995,119,6.8,7031,19000000.0,141407024.0,en,1990
9738,Fantastic Four,2005,106,5.808,10078,100000000.0,333535934.0,en,2000
9739,Demolition Man,1993,115,6.758,4170,57000000.0,159055768.0,en,1990
9741,Unbreakable,2000,106,7.145,10010,75000000.0,248118121.0,en,2000
9764,Dersu Uzala,1975,141,7.931,634,4000000.0,,ru,1970
9798,Enemy of the State,1998,132,7.075,4329,90000000.0,250649836.0,en,1990
9799,The Fast and the Furious,2001,106,7.012,10961,38000000.0,207283925.0,en,2000
